Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
5,Sat,2019-08-24,15:00 (09:00),Charlton Ath,1–0,Brentford,16771,The Valley,Tim Robinson,Match Report,
5,Sat,2019-08-24,15:00 (09:00),Stoke City,0–3,Leeds United,24090,Bet365 Stadium,Darren England,Match Report,
5,Sun,2019-08-25,12:00 (06:00),Swansea City,3–0,Birmingham City,17277,Liberty Stadium,Andy Woolmer,Match Report,
,,,,,,,,,,,
6,Fri,2019-08-30,19:45 (13:45),Cardiff City,1–1,Fulham,22631,Cardiff City Stadium,Tim Robinson,Match Report,
6,Sat,2019-08-31,12:30 (06:30),Bristol City,2–2,Middlesbrough,20757,Ashton Gate Stadium,Lee Mason,Match Report,
6,Sat,2019-08-31,15:00 (09:00),Millwall,1–1,Hull City,12495,The Den,Oliver Langford,Match Report,
6,Sat,2019-08-31,15:00 (09:00),Wigan Athletic,0–0,Barnsley,10214,The DW Stadium,Andy Woolmer,Match Report,
6,Sat,2019-08-31,15:00 (09:00),Luton Town,2–1,Huddersfield,10062,Kenilworth Road Stadium,Andrew Davies,Match Report,
6,Sat,2019-08-31,15:00 (09:00),Birmingham City,2–1,Stoke City,20652,St Andrew's Trillion Trophy Stadium,James Linington,Match Report,
6,Sat,2019-08-31,15:00 (09:00),West Brom,3–2,Blackburn,23792,The Hawthorns,Tony Harrington,Match Report,
6,Sat,2019-08-31,15:00 (09:00),Brentford,3–0,Derby County,11055,Griffin Park,David Webb,Match Report,
6,Sat,2019-08-31,15:00 (09:00),Reading,0–2,Charlton Ath,16906,Madejski Stadium,Jarred Gillett,Match Report,
6,Sat,2019-08-31,15:00 (09:00),Sheffield Weds,1–2,QPR,23446,Hillsborough Stadium,John Brooks,Match Report,
6,Sat,2019-08-31,15:00 (09:00),Leeds United,0–1,Swansea City,34935,Elland Road,Darren Bond,Match Report,
6,Sat,2019-08-31,15:00 (09:00),Nott'ham Forest,1–1,Preston,27249,The City Ground,Geoff Eltringham,Match Report,
,,,,,,,,,,,
7,Fri,2019-09-13,19:45 (13:45),Derby County,1–1,Cardiff City,25873,iPro Stadium,Darren England,Match Report,
7,Sat,2019-09-14,12:30 (06:30),Fulham,1–1,West Brom,17770,Craven Cottage,David Webb,Match Report,
7,Sat,2019-09-14,15:00 (09:00),Preston,2–0,Brentford,12873,Deepdale Stadium,David Coote,Match Report,
7,Sat,2019-09-14,15:00 (09:00),Charlton Ath,0–1,Birmingham City,18752,The Valley,Matt Donohue,Match Report,
7,Sat,2019-09-14,15:00 (09:00),Hull City,2–2,Wigan Athletic,10069,Kingston Communications Stadium,Gavin Ward,Match Report,
7,Sat,2019-09-14,15:00 (09:00),Stoke City,1–2,Bristol City,22357,Bet365 Stadium,Geoff Eltringham,Match Report,
7,Sat,2019-09-14,15:00 (09:00),Blackburn,2–0,Millwall,11873,Ewood Park,Dean Whitestone,Match Report,
7,Sat,2019-09-14,15:00 (09:00),Swansea City,0–1,Nott'ham Forest,17102,Liberty Stadium,James Linington,Match Report,
7,Sat,2019-09-14,15:00 (09:00),QPR,3–2,Luton Town,16186,Kiyan Prince Foundation Stadium,Jeremy Simpson,Match Report,
7,Sat,2019-09-14,15:00 (09:00),Middlesbrough,1–0,Reading,19414,Riverside Stadium,Robert Jones,Match Report,
7,Sun,2019-09-15,12:00 (06:00),Huddersfield,0–2,Sheffield Weds,22754,The John Smith's Stadium,Simon Hooper,Match Report,
7,Sun,2019-09-15,12:30 (06:30),Barnsley,0–2,Leeds United,17598,Oakwell Stadium,Keith Stroud,Match Report,
,,,,,,,,,,,
8,Sat,2019-09-21,12:30 (06:30),Leeds United,1–1,Derby County,34741,Elland Road,Oliver Langford,Match Report,
8,Sat,2019-09-21,15:00 (09:00),Sheffield Weds,1–1,Fulham,23342,Hillsborough Stadium,Geoff Eltringham,Match Report,
8,Sat,2019-09-21,15:00 (09:00),Nott'ham Forest,1–0,Barnsley,29202,The City Ground,Jarred Gillett,Match Report,
8,Sat,2019-09-21,15:00 (09:00),Wigan Athletic,2–0,Charlton Ath,9567,The DW Stadium,Andrew Davies,Match Report,
8,Sat,2019-09-21,15:00 (09:00),Bristol City,0–0,Swansea City,22885,Ashton Gate Stadium,Tony Harrington,Match Report,
8,Sat,2019-09-21,15:00 (09:00),Millwall,1–2,QPR,16808,The Den,Peter Bankes,Match Report,
8,Sat,2019-09-21,15:00 (09:00),Cardiff City,1–0,Middlesbrough,23141,Cardiff City Stadium,Darren Bond,Match Report,
8,Sat,2019-09-21,15:00 (09:00),Brentford,0–0,Stoke City,11870,Griffin Park,Andy Woolmer,Match Report,
8,Sat,2019-09-21,15:00 (09:00),Birmingham City,0–1,Preston,20806,St Andrew's Trillion Trophy Stadium,Steve Martin,Match Report,
8,Sat,2019-09-21,15:00 (09:00),Reading,1–2,Blackburn,16906,Madejski Stadium,Matt Donohue,Match Report,
8,Sat,2019-09-21,15:00 (09:00),Luton Town,0–3,Hull City,10066,Kenilworth Road Stadium,Andy Madley,Match Report,
8,Sun,2019-09-22,12:00 (06:00),West Brom,4–2,Huddersfield,23577,The Hawthorns,Tim Robinson,Match Report,
,,,,,,,,,,,
9,Fri,2019-09-27,19:45 (13:45),Fulham,2–0,Wigan Athletic,18253,Craven Cottage,Dean Whitestone,Match Report,
9,Fri,2019-09-27,20:00 (14:00),Stoke City,2–3,Nott'ham Forest,23800,Bet365 Stadium,Andy Madley,Match Report,
9,Sat,2019-09-28,12:30 (06:30),QPR,0–2,West Brom,13959,Kiyan Prince Foundation Stadium,Geoff Eltringham,Match Report,
9,Sat,2019-09-28,15:00 (09:00),Middlesbrough,1–4,Sheffield Weds,22075,Riverside Stadium,James Linington,Match Report,
9,Sat,2019-09-28,15:00 (09:00),Blackburn,1–2,Luton Town,15319,Ewood Park,Gavin Ward,Match Report,
9,Sat,2019-09-28,15:00 (09:00),Huddersfield,1–1,Millwall,20781,The John Smith's Stadium,Jeremy Simpson,Match Report,
9,Sat,2019-09-28,15:00 (09:00),Preston,3–3,Bristol City,12005,Deepdale Stadium,Andrew Davies,Match Report,
9,Sat,2019-09-28,15:00 (09:00),Swansea City,1–1,Reading,16036,Liberty Stadium,Keith Stroud,Match Report,
9,Sat,2019-09-28,15:00 (09:00),Derby County,3–2,Birmingham City,28454,iPro Stadium,Simon Hooper,Match Report,
9,Sat,2019-09-28,15:00 (09:00),Charlton Ath,1–0,Leeds United,21808,The Valley,John Brooks,Match Report,
9,Sat,2019-09-28,15:00 (09:00),Hull City,2–2,Cardiff City,10756,Kingston Communications Stadium,Jarred Gillett,Match Report,
9,Sun,2019-09-29,13:30 (07:30),Barnsley,1–3,Brentford,12188,Oakwell Stadium,David Webb,Match Report,
,,,,,,,,,,,
10,Tue,2019-10-01,19:45 (13:45),Hull City,1–0,Sheffield Weds,11590,Kingston Communications Stadium,Andrew Davies,Match Report,
10,Tue,2019-10-01,19:45 (13:45),Wigan Athletic,1–0,Birmingham City,9244,The DW Stadium,Tim Robinson,Match Report,
10,Tue,2019-10-01,19:45 (13:45),Leeds United,1–0,West Brom,34648,Elland Road,David Coote,Match Report,
10,Tue,2019-10-01,19:45 (13:45),Blackburn,1–1,Nott'ham Forest,12521,Ewood Park,Steve Martin,Match Report,
10,Tue,2019-10-01,19:45 (13:45),Middlesbrough,1–1,Preston,17961,Riverside Stadium,Darren England,Match Report,
10,Tue,2019-10-01,20:00 (14:00),Reading,1–4,Fulham,13809,Madejski Stadium,Andy Woolmer,Match Report,
10,Tue,2019-10-01,20:00 (14:00),Stoke City,0–1,Huddersfield,20372,Bet365 Stadium,Robert Jones,Match Report,
10,Wed,2019-10-02,19:45 (13:45),Charlton Ath,1–2,Swansea City,15741,The Valley,Peter Bankes,Match Report,
10,Wed,2019-10-02,19:45 (13:45),Cardiff City,3–0,QPR,21387,Cardiff City Stadium,Matt Donohue,Match Report,
10,Wed,2019-10-02,19:45 (13:45),Brentford,1–1,Bristol City,11433,Griffin Park,Oliver Langford,Match Report,
10,Wed,2019-10-02,19:45 (13:45),Luton Town,1–1,Millwall,10049,Kenilworth Road Stadium,Darren Bond,Match Report,
10,Wed,2019-10-02,19:45 (13:45),Barnsley,2–2,Derby County,13634,Oakwell Stadium,Tony Harrington,Match Report,
,,,,,,,,,,,
11,Fri,2019-10-04,19:45 (13:45),Birmingham City,2–1,Middlesbrough,19703,St Andrew's Trillion Trophy Stadium,Jeremy Simpson,Match Report,
11,Sat,2019-10-05,12:30 (06:30),Fulham,2–2,Charlton Ath,18654,Craven Cottage,Keith Stroud,Match Report,
11,Sat,2019-10-05,15:00 (09:00),Millwall,2–1,Leeds United,16311,The Den,James Linington,Match Report,
11,Sat,2019-10-05,15:00 (09:00),West Brom,4–2,Cardiff City,25140,The Hawthorns,John Brooks,Match Report,
11,Sat,2019-10-05,15:00 (09:00),Nott'ham Forest,1–0,Brentford,27598,The City Ground,Dean Whitestone,Match Report,
11,Sat,2019-10-05,15:00 (09:00),Bristol City,1–0,Reading,21419,Ashton Gate Stadium,Steve Martin,Match Report,
11,Sat,2019-10-05,15:00 (09:00),Sheffield Weds,1–0,Wigan Athletic,22753,Hillsborough Stadium,Lee Mason,Match Report,
11,Sat,2019-10-05,15:00 (09:00),Huddersfield,3–0,Hull City,21702,The John Smith's Stadium,David Webb,Match Report,
11,Sat,2019-10-05,15:00 (09:00),Preston,5–1,Barnsley,12431,Deepdale Stadium,Gavin Ward,Match Report,
11,Sat,2019-10-05,15:00 (09:00),Derby County,2–0,Luton Town,27944,iPro Stadium,Geoff Eltringham,Match Report,
11,Sat,2019-10-05,15:00 (09:00),Swansea City,1–2,Stoke City,16612,Liberty Stadium,Oliver Langford,Match Report,
11,Sat,2019-10-05,15:00 (09:00),QPR,4–2,Blackburn,13560,Kiyan Prince Foundation Stadium,Simon Hooper,Match Report,
,,,,,,,,,,,
12,Fri,2019-10-18,19:45 (13:45),Cardiff City,1–1,Sheffield Weds,22486,Cardiff City Stadium,Keith Stroud,Match Report,
12,Sat,2019-10-19,12:30 (06:30),Blackburn,2–2,Huddersfield,13761,Ewood Park,Darren Bond,Match Report,
12,Sat,2019-10-19,15:00 (09:00),Stoke City,2–0,Fulham,23189,Bet365 Stadium,Andrew Davies,Match Report,
12,Sat,2019-10-19,15:00 (09:00),Charlton Ath,3–0,Derby County,19408,The Valley,Steve Martin,Match Report,
12,Sat,2019-10-19,15:00 (09:00),Reading,1–0,Preston,14135,Madejski Stadium,Dean Whitestone,Match Report,
12,Sat,2019-10-19,15:00 (09:00),Luton Town,3–0,Bristol City,10064,Kenilworth Road Stadium,Graham Scott,Match Report,
12,Sat,2019-10-19,15:00 (09:00),Leeds United,1–0,Birmingham City,35731,Elland Road,Robert Jones,Match Report,
12,Sat,2019-10-19,15:00 (09:00),Brentford,3–2,Millwall,10886,Griffin Park,Stuart Attwell,Match Report,
12,Sat,2019-10-19,15:00 (09:00),Barnsley,1–1,Swansea City,12424,Oakwell Stadium,Andy Woolmer,Match Report,
12,Sat,2019-10-19,15:00 (09:00),Hull City,2–3,QPR,10285,Kingston Communications Stadium,Tony Harrington,Match Report,
12,Sat,2019-10-19,15:00 (09:00),Middlesbrough,0–1,West Brom,20174,Riverside Stadium,Oliver Langford,Match Report,
12,Sun,2019-10-20,14:00 (08:00),Wigan Athletic,1–0,Nott'ham Forest,13077,The DW Stadium,Matt Donohue,Match Report,
,,,,,,,,,,,
13,Tue,2019-10-22,19:45 (13:45),Birmingham City,1–0,Blackburn,18561,St Andrew's Trillion Trophy Stadium,Darren England,Match Report,
13,Tue,2019-10-22,19:45 (13:45),Millwall,2–2,Cardiff City,11769,The Den,Tim Robinson,Match Report,
13,Tue,2019-10-22,19:45 (13:45),Sheffield Weds,1–0,Stoke City,22460,Hillsborough Stadium,Andy Madley,Match Report,
13,Tue,2019-10-22,19:45 (13:45),QPR,2–2,Reading,12330,Kiyan Prince Foundation Stadium,Jeremy Simpson,Match Report,
13,Tue,2019-10-22,19:45 (13:45),Swansea City,0–3,Brentford,15875,Liberty Stadium,Gavin Ward,Match Report,
13,Tue,2019-10-22,19:45 (13:45),Preston,1–1,Leeds United,18275,Deepdale Stadium,Kevin Friend,Match Report,
13,Tue,2019-10-22,20:00 (14:00),West Brom,2–2,Barnsley,22086,The Hawthorns,Darren Bond,Match Report,
13,Wed,2019-10-23,19:45 (13:45),Huddersfield,0–0,Middlesbrough,22839,The John Smith's Stadium,Tony Harrington,Match Report,
13,Wed,2019-10-23,19:45 (13:45),Fulham,3–2,Luton Town,18082,Craven Cottage,John Brooks,Match Report,
13,Wed,2019-10-23,19:45 (13:45),Bristol City,2–1,Charlton Ath,20916,Ashton Gate Stadium,James Linington,Match Report,
13,Wed,2019-10-23,19:45 (13:45),Derby County,1–0,Wigan Athletic,24697,iPro Stadium,Keith Stroud,Match Report,
13,Wed,2019-10-23,19:45 (13:45),Nott'ham Forest,1–2,Hull City,27624,The City Ground,Oliver Langford,Match Report,
,,,,,,,,,,,
14,Sat,2019-10-26,12:30 (06:30),Sheffield Weds,0–0,Leeds United,27516,Hillsborough Stadium,Tim Robinson,Match Report,
14,Sat,2019-10-26,15:00 (09:00),West Brom,2–2,Charlton Ath,25356,The Hawthorns,Matt Donohue,Match Report,
14,Sat,2019-10-26,15:00 (09:00),Huddersfield,2–1,Barnsley,22718,The John Smith's Stadium,James Linington,Match Report,
14,Sat,2019-10-26,15:00 (09:00),Birmingham City,2–1,Luton Town,21799,St Andrew's Trillion Trophy Stadium,Dean Whitestone,Match Report,
14,Sat,2019-10-26,15:00 (09:00),Middlesbrough,0–0,Fulham,19101,Riverside Stadium,Peter Bankes,Match Report,
14,Sat,2019-10-26,15:00 (09:00),Millwall,2–0,Stoke City,14008,The Den,Darren England,Match Report,
14,Sat,2019-10-26,15:00 (09:00),Hull City,2–0,Derby County,16326,Kingston Communications Stadium,Simon Hooper,Match Report,
14,Sat,2019-10-26,15:00 (09:00),Preston,3–2,Blackburn,19165,Deepdale Stadium,Steve Martin,Match Report,
14,Sun,2019-10-27,12:00 (07:00),Swansea City,1–0,Cardiff City,20270,Liberty Stadium,Robert Jones,Match Report,
14,Sun,2019-10-27,13:30 (08:30),Bristol City,2–2,Wigan Athletic,22246,Ashton Gate Stadium,John Brooks,Match Report,
14,Mon,2019-10-28,19:45 (14:45),QPR,1–3,Brentford,15562,Kiyan Prince Foundation Stadium,Andy Woolmer,Match Report,
,,,,,,,,,,,
15,Fri,2019-11-01,19:45 (14:45),Barnsley,2–2,Bristol City,12178,Oakwell Stadium,Jarred Gillett,Match Report,
15,Sat,2019-11-02,12:30 (07:30),Wigan Athletic,1–2,Swansea City,9080,The DW Stadium,Peter Bankes,Match Report,
15,Sat,2019-11-02,15:00 (10:00),Derby County,2–0,Middlesbrough,26293,iPro Stadium,Darren Bond,Match Report,
15,Sat,2019-11-02,15:00 (10:00),Fulham,0–3,Hull City,18168,Craven Cottage,Keith Stroud,Match Report,
15,Sat,2019-11-02,15:00 (10:00),Blackburn,2–1,Sheffield Weds,14147,Ewood Park,Andy Woolmer,Match Report,
15,Sat,2019-11-02,15:00 (10:00),Leeds United,2–0,QPR,35284,Elland Road,Geoff Eltringham,Match Report,
15,Sat,2019-11-02,15:00 (10:00),Cardiff City,4–2,Birmingham City,23778,Cardiff City Stadium,Andy Madley,Match Report,
15,Sat,2019-11-02,15:00 (10:00),Reading,2–1,Millwall,14485,Madejski Stadium,Tony Harrington,Match Report,
15,Sat,2019-11-02,15:00 (10:00),Brentford,0–1,Huddersfield,11727,Griffin Park,Robert Jones,Match Report,
15,Sat,2019-11-02,15:00 (10:00),Luton Town,1–2,Nott'ham Forest,10053,Kenilworth Road Stadium,Gavin Ward,Match Report,
15,Sun,2019-11-03,12:00 (06:00),Charlton Ath,0–1,Preston,16027,The Valley,David Webb,Match Report,
15,Mon,2019-11-04,20:00 (14:00),Stoke City,0–2,West Brom,22360,Bet365 Stadium,Tim Robinson,Match Report,
,,,,,,,,,,,
16,Sat,2019-11-09,12:30 (06:30),Nott'ham Forest,1–0,Derby County,29314,The City Ground,Darren England,Match Report,
16,Sat,2019-11-09,15:00 (09:00),Preston,3–1,Huddersfield,16038,Deepdale Stadium,Geoff Eltringham,Match Report,
16,Sat,2019-11-09,15:00 (09:00),Wigan Athletic,0–3,Brentford,9260,The DW Stadium,Andrew Davies,Match Report,
16,Sat,2019-11-09,15:00 (09:00),Hull City,0–1,West Brom,13866,Kingston Communications Stadium,James Linington,Match Report,
16,Sat,2019-11-09,15:00 (09:00),Barnsley,2–4,Stoke City,14891,Oakwell Stadium,Jeremy Simpson,Match Report,
16,Sat,2019-11-09,15:00 (09:00),Reading,3–0,Luton Town,15251,Madejski Stadium,Andy Woolmer,Match Report,
16,Sat,2019-11-09,15:00 (09:00),QPR,2–2,Middlesbrough,14404,Kiyan Prince Foundation Stadium,David Coote,Match Report,
16,Sat,2019-11-09,15:00 (09:00),Millwall,2–1,Charlton Ath,17109,The Den,Robert Jones,Match Report,
16,Sat,2019-11-09,15:00 (09:00),Birmingham City,0–1,Fulham,21334,St Andrew's Trillion Trophy Stadium,Jarred Gillett,Match Report,
16,Sat,2019-11-09,15:00 (09:00),Sheffield Weds,2–2,Swansea City,23073,Hillsborough Stadium,David Webb,Match Report,
16,Sat,2019-11-09,15:00 (09:00),Leeds United,2–1,Blackburn,35567,Elland Road,Gavin Ward,Match Report,
16,Sun,2019-11-10,12:00 (06:00),Cardiff City,0–1,Bristol City,23846,Cardiff City Stadium,Tony Harrington,Match Report,
,,,,,,,,,,,
17,Fri,2019-11-22,19:45 (13:45),Fulham,2–1,QPR,18320,Craven Cottage,James Linington,Match Report,
17,Sat,2019-11-23,12:30 (06:30),Charlton Ath,2–2,Cardiff City,16011,The Valley,Darren Bond,Match Report,
17,Sat,2019-11-23,15:00 (09:00),Bristol City,0–0,Nott'ham Forest,23573,Ashton Gate Stadium,Craig Pawson,Match Report,
17,Sat,2019-11-23,15:00 (09:00),Blackburn,3–2,Barnsley,13781,Ewood Park,Dean Whitestone,Match Report,
17,Sat,2019-11-23,15:00 (09:00),Huddersfield,1–1,Birmingham City,22573,The John Smith's Stadium,Keith Stroud,Match Report,
17,Sat,2019-11-23,15:00 (09:00),West Brom,2–1,Sheffield Weds,25566,The Hawthorns,Tony Harrington,Match Report,
17,Sat,2019-11-23,15:00 (09:00),Derby County,1–0,Preston,27417,iPro Stadium,Tim Robinson,Match Report,
17,Sat,2019-11-23,15:00 (09:00),Brentford,1–0,Reading,11892,Griffin Park,David Coote,Match Report,
17,Sat,2019-11-23,15:00 (09:00),Luton Town,1–2,Leeds United,10068,Kenilworth Road Stadium,John Brooks,Match Report,
17,Sat,2019-11-23,15:00 (09:00),Stoke City,2–1,Wigan Athletic,22530,Bet365 Stadium,Geoff Eltringham,Match Report,
17,Sat,2019-11-23,15:00 (09:00),Swansea City,0–1,Millwall,16840,Liberty Stadium,Andrew Davies,Match Report,
17,Sun,2019-11-24,12:00 (06:00),Middlesbrough,2–2,Hull City,18596,Riverside Stadium,Jeremy Simpson,Match Report,
,,,,,,,,,,,
18,Tue,2019-11-26,19:45 (13:45),Fulham,3–0,Derby County,16856,Craven Cottage,Andy Woolmer,Match Report,
18,Tue,2019-11-26,19:45 (13:45),Cardiff City,1–0,Stoke City,20884,Cardiff City Stadium,Gavin Ward,Match Report,
18,Tue,2019-11-26,19:45 (13:45),Millwall,2–2,Wigan Athletic,10021,The Den,Dean Whitestone,Match Report,
18,Tue,2019-11-26,19:45 (13:45),Luton Town,2–1,Charlton Ath,10004,Kenilworth Road Stadium,Darren England,Match Report,
18,Tue,2019-11-26,19:45 (13:45),Huddersfield,1–1,Swansea City,20062,The John Smith's Stadium,Jarred Gillett,Match Report,
18,Tue,2019-11-26,20:00 (14:00),Reading,0–1,Leeds United,16918,Madejski Stadium,Darren Bond,Match Report,
18,Wed,2019-11-27,19:45 (13:45),Sheffield Weds,1–1,Birmingham City,22059,Hillsborough Stadium,Peter Bankes,Match Report,
18,Wed,2019-11-27,19:45 (13:45),QPR,0–4,Nott'ham Forest,12937,Kiyan Prince Foundation Stadium,Steve Martin,Match Report,
18,Wed,2019-11-27,19:45 (13:45),Middlesbrough,1–0,Barnsley,18043,Riverside Stadium,Oliver Langford,Match Report,
